filename,width,height,class,xmin,ymin,xmax,ymax,centerx,centery,b-width,b-height
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,350,500,003.Sooty_Albatross,98,140,279,387,188,263,181,247
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,500,500,003.Sooty_Albatross,6,1,499,498,252,249,493,497
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,354,500,003.Sooty_Albatross,89,168,249,413,169,290,160,245
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,500,334,003.Sooty_Albatross,9,67,321,319,165,193,312,252
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,300,284,003.Sooty_Albatross,1,14,251,262,126,138,250,248
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,437,376,003.Sooty_Albatross,1,15,416,317,208,166,415,302
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,500,335,003.Sooty_Albatross,191,51,424,304,307,177,233,253
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,500,322,003.Sooty_Albatross,0,67,212,230,106,148,212,163
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,500,333,003.Sooty_Albatross,122,35,499,332,310,183,377,297
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,500,302,003.Sooty_Albatross,105,77,372,236,238,156,267,159
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,225,354,003.Sooty_Albatross,16,36,206,325,111,180,190,289
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,500,364,003.Sooty_Albatross,12,9,478,316,245,162,466,307
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,500,217,003.Sooty_Albatross,14,39,469,206,241,122,455,167
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,500,333,003.Sooty_Albatross,165,55,293,274,229,164,128,219
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,250,188,003.Sooty_Albatross,37,35,179,176,108,105,142,141
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,500,333,003.Sooty_Albatross,113,91,400,244,256,167,287,153
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg,500,400,003.Sooty_Albatross,15,46,425,384,220,215,410,338
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,500,345,003.Sooty_Albatross,145,104,362,319,253,211,217,215
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,450,352,003.Sooty_Albatross,136,6,358,346,247,176,222,340
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,409,450,003.Sooty_Albatross,22,13,347,441,184,227,325,428
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,500,411,003.Sooty_Albatross,0,0,400,378,200,189,400,378
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,500,370,003.Sooty_Albatross,139,33,476,352,307,192,337,319
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,500,334,003.Sooty_Albatross,247,62,464,313,355,187,217,251
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,500,480,003.Sooty_Albatross,123,46,390,454,256,250,267,408
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,500,484,003.Sooty_Albatross,55,65,374,429,214,247,319,364
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,500,333,003.Sooty_Albatross,0,74,443,274,221,174,443,200
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,500,335,003.Sooty_Albatross,14,7,491,334,252,170,477,327
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,500,313,003.Sooty_Albatross,22,98,471,290,246,194,449,192
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,466,282,003.Sooty_Albatross,27,37,310,269,168,153,283,232
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,391,500,003.Sooty_Albatross,96,58,342,409,219,233,246,351
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,500,375,003.Sooty_Albatross,177,13,351,346,264,179,174,333
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg,500,399,003.Sooty_Albatross,132,82,400,288,266,185,268,206
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,500,330,003.Sooty_Albatross,150,44,306,236,228,140,156,192
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,298,320,003.Sooty_Albatross,37,18,259,308,148,163,222,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,500,333,003.Sooty_Albatross,209,1,354,327,281,164,145,326
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,500,334,003.Sooty_Albatross,236,36,359,151,297,93,123,115
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,500,309,003.Sooty_Albatross,95,65,474,250,284,157,379,185
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,350,397,003.Sooty_Albatross,20,18,334,385,177,201,314,367
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,280,420,003.Sooty_Albatross,19,9,202,414,110,211,183,405
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,320,240,003.Sooty_Albatross,77,38,248,196,162,117,171,158
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,500,372,004.Groove_billed_Ani,214,30,365,357,289,193,151,327
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg,500,400,004.Groove_billed_Ani,17,87,450,349,233,218,433,262
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,500,375,004.Groove_billed_Ani,140,76,281,373,210,224,141,297
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,500,500,004.Groove_billed_Ani,62,108,370,418,216,263,308,310
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg,500,357,004.Groove_billed_Ani,113,88,329,356,221,222,216,268
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,333,500,004.Groove_billed_Ani,61,41,291,455,176,248,230,414
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg,500,333,004.Groove_billed_Ani,226,140,389,249,307,194,163,109
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg,500,375,004.Groove_billed_Ani,63,90,498,289,280,189,435,199
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,500,371,004.Groove_billed_Ani,115,62,438,348,276,205,323,286
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,500,333,004.Groove_billed_Ani,71,43,391,288,231,165,320,245
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,500,333,004.Groove_billed_Ani,200,149,311,266,255,207,111,117
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg,500,334,004.Groove_billed_Ani,166,113,399,265,282,189,233,152
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg,500,375,004.Groove_billed_Ani,170,73,315,285,242,179,145,212
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg,453,500,004.Groove_billed_Ani,62,28,296,383,179,205,234,355
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg,333,500,004.Groove_billed_Ani,86,100,247,429,166,264,161,329
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,500,375,004.Groove_billed_Ani,61,52,438,342,249,197,377,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,500,375,004.Groove_billed_Ani,205,140,387,313,296,226,182,173
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,500,332,004.Groove_billed_Ani,228,28,415,309,321,168,187,281
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,500,333,004.Groove_billed_Ani,166,86,373,300,269,193,207,214
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg,500,416,004.Groove_billed_Ani,174,29,438,399,306,214,264,370
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg,418,500,004.Groove_billed_Ani,102,103,311,445,206,274,209,342
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg,500,444,004.Groove_billed_Ani,103,46,277,374,190,210,174,328
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg,500,333,004.Groove_billed_Ani,165,86,291,242,228,164,126,156
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,400,500,004.Groove_billed_Ani,92,94,305,389,198,241,213,295
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,420,280,004.Groove_billed_Ani,102,56,219,232,160,144,117,176
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,500,344,004.Groove_billed_Ani,247,135,353,306,300,220,106,171
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg,500,478,004.Groove_billed_Ani,68,157,310,377,189,267,242,220
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,500,360,004.Groove_billed_Ani,24,58,456,296,240,177,432,238
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg,500,367,004.Groove_billed_Ani,169,105,389,326,279,215,220,221
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg,500,375,004.Groove_billed_Ani,131,101,306,331,218,216,175,230
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,479,500,004.Groove_billed_Ani,147,142,295,350,221,246,148,208
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg,500,375,004.Groove_billed_Ani,178,28,302,314,240,171,124,286
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg,357,500,004.Groove_billed_Ani,65,54,219,428,142,241,154,374
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg,500,337,004.Groove_billed_Ani,184,99,301,292,242,195,117,193
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,500,349,004.Groove_billed_Ani,115,59,444,314,279,186,329,255
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg,444,500,004.Groove_billed_Ani,120,144,359,401,239,272,239,257
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,308,500,004.Groove_billed_Ani,22,103,255,417,138,260,233,314
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,500,335,004.Groove_billed_Ani,34,138,321,296,177,217,287,158
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,500,374,004.Groove_billed_Ani,143,70,309,325,226,197,166,255
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,500,375,004.Groove_billed_Ani,110,67,499,300,304,183,389,233
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg,400,500,004.Groove_billed_Ani,187,60,321,315,254,187,134,255
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,500,333,004.Groove_billed_Ani,110,75,238,331,174,203,128,256
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,500,332,004.Groove_billed_Ani,290,97,435,239,362,168,145,142
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,500,392,004.Groove_billed_Ani,45,43,315,385,180,214,270,342
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg,500,375,004.Groove_billed_Ani,58,54,499,374,278,214,441,320
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,500,383,004.Groove_billed_Ani,160,65,316,299,238,182,156,234
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,500,375,004.Groove_billed_Ani,89,34,317,373,203,203,228,339
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg,375,500,004.Groove_billed_Ani,94,22,316,492,205,257,222,470
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,500,333,004.Groove_billed_Ani,123,49,429,249,276,149,306,200
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,397,500,004.Groove_billed_Ani,110,52,329,420,219,236,219,368
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg,347,500,004.Groove_billed_Ani,122,64,298,402,210,233,176,338
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,500,333,004.Groove_billed_Ani,188,151,385,266,286,208,197,115
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,500,375,004.Groove_billed_Ani,91,53,341,274,216,163,250,221
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,333,500,004.Groove_billed_Ani,116,37,260,490,188,263,144,453
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg,500,375,004.Groove_billed_Ani,114,86,416,371,265,228,302,285
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg,500,398,004.Groove_billed_Ani,155,118,377,302,266,210,222,184
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,500,375,004.Groove_billed_Ani,156,25,354,374,255,199,198,349
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0009_1522.jpg,500,477,004.Groove_billed_Ani,215,59,326,412,270,235,111,353
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg,343,367,004.Groove_billed_Ani,55,46,176,165,115,105,121,119
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,500,378,004.Groove_billed_Ani,183,98,297,315,240,206,114,217
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0006_1813.jpg,500,400,005.Crested_Auklet,204,60,356,341,280,200,152,281
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0042_794902.jpg,348,500,005.Crested_Auklet,48,68,215,482,131,275,167,414
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,334,500,005.Crested_Auklet,101,64,266,468,183,266,165,404
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,333,500,005.Crested_Auklet,52,51,330,499,191,275,278,448
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,334,500,005.Crested_Auklet,22,45,247,418,134,231,225,373
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0041_794910.jpg,300,254,005.Crested_Auklet,1,14,296,238,148,126,295,224
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,326,500,005.Crested_Auklet,25,39,272,499,148,269,247,460
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0044_1825.jpg,500,375,005.Crested_Auklet,124,116,359,361,241,238,235,245
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,261,320,005.Crested_Auklet,39,59,214,271,126,165,175,212
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,200,200,005.Crested_Auklet,32,43,170,171,101,107,138,128
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,334,500,005.Crested_Auklet,130,59,306,459,218,259,176,400
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,200,273,005.Crested_Auklet,31,9,170,264,100,136,139,255
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\005.Crested_Auklet/Crested_Auklet_0011_794927.jpg,500,478,005.Crested_Auklet,156,54,392,477,274,265,236,423
